journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
4304,0,0.01,17,9,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,1,2.18,17,11,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,2,4.0,17,13,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,3,7.05,17,16,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,4,8.08,17,17,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,5,10.23,17,19,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,6,12.13,17,21,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,7,14.16,17,23,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,8,16.12,17,25,1,0,17.2,18.34,6.64,Walk,1.39,4.4
4304,9,18.34,17,27,1,0,17.2,18.34,6.64,Walk,1.39,4.4
