journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3997,0.0,40.740662,-74.125524,10.538,21.2
3997,2.0,40.73824,-74.114184,9.545,19.27
3997,4.0,40.735812,-74.102865,8.554,17.35
3997,6.0,40.733177,-74.09244,7.629,15.42
3997,8.0,40.730473,-74.082308,6.724,13.49
3997,10.0,40.727848,-74.071834,5.795,11.56
3997,12.0,40.725354,-74.060805,4.825,9.64
3997,14.0,40.722896,-74.049615,3.843,7.71
3997,16.0,40.72047,-74.038293,2.852,5.78
3997,18.0,40.718057,-74.026911,1.857,3.85
3997,20.0,40.71542,-74.016493,0.931,1.93
3997,22.0,40.7128,-74.006,0.0,0.0
