journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3771,0.0,40.592913,-74.042004,13.672,28.6
3771,2.0,40.600455,-74.039469,12.807,26.69
3771,4.0,40.608434,-74.037064,11.897,24.79
3771,6.0,40.616419,-74.034662,10.986,22.88
3771,8.0,40.624571,-74.032309,10.058,20.97
3771,10.0,40.632875,-74.030003,9.115,19.07
3771,12.0,40.641411,-74.027766,8.148,17.16
3771,14.0,40.649816,-74.025489,7.194,15.25
3771,16.0,40.657743,-74.023069,6.289,13.35
3771,18.0,40.665121,-74.020485,5.44,11.44
3771,20.0,40.672838,-74.018001,4.557,9.53
3771,22.0,40.680377,-74.015465,3.693,7.63
3771,24.0,40.688058,-74.012971,2.813,5.72
3771,26.0,40.696416,-74.010681,1.864,3.81
3771,28.0,40.704226,-74.008226,0.972,1.91
3771,30.0,40.7128,-74.006,0.0,0.0
