journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2955,0.0,40.682766,-74.025697,3.73,18.6
2955,2.0,40.68529,-74.023413,3.393,16.74
2955,4.0,40.688135,-74.021339,3.032,14.88
2955,6.0,40.691608,-74.019677,2.623,13.02
2955,8.0,40.695159,-74.018067,2.21,11.16
2955,10.0,40.698272,-74.016169,1.829,9.3
2955,12.0,40.701043,-74.014047,1.473,7.44
2955,14.0,40.703589,-74.011778,1.134,5.58
2955,16.0,40.706451,-74.009715,0.772,3.72
2955,18.0,40.709549,-74.007807,0.392,1.86
2955,20.0,40.7128,-74.006,0.0,0.0
