journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2457,0.0,40.70617,-74.067262,5.216,34.9
2457,2.0,40.706529,-74.063773,4.919,32.96
2457,4.0,40.706911,-74.060492,4.639,31.02
2457,6.0,40.707269,-74.057,4.342,29.08
2457,8.0,40.707632,-74.053545,4.048,27.14
2457,10.0,40.707968,-74.049839,3.734,25.21
2457,12.0,40.708351,-74.046576,3.456,23.27
2457,14.0,40.708707,-74.043058,3.156,21.33
2457,16.0,40.70911,-74.039971,2.893,19.39
2457,18.0,40.709508,-74.036848,2.626,17.45
2457,20.0,40.709822,-74.032938,2.295,15.51
2457,22.0,40.710316,-74.030698,2.1,13.57
2457,24.0,40.710534,-74.025905,1.697,11.63
2457,26.0,40.710954,-74.022982,1.446,9.69
2457,28.0,40.711323,-74.019576,1.156,7.76
2457,30.0,40.711721,-74.016451,0.889,5.82
2457,32.0,40.71207,-74.012873,0.585,3.88
2457,34.0,40.712438,-74.00946,0.294,1.94
2457,36.0,40.7128,-74.006,0.0,0.0
