journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
172,0,0.0,10,3,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,1,2.0,10,5,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,2,4.0,10,7,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,3,6.0,10,9,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,4,8.0,10,11,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,5,10.0,10,13,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,6,12.0,10,15,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,7,14.0,10,17,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,8,16.0,10,20,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,9,18.0,10,22,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,10,20.0,10,24,0,0,21.2,22.0,3.77,Car,4.68,15.0
172,11,22.0,10,26,0,0,21.2,22.0,3.77,Car,4.68,15.0
