Distance,Speed,TravelMode,ETA
0.4734960097325436,3.892842952595291,Walk,8.525721254879189
13.421328289935623,4.687687278741082,Walk,139.98828565614372
7.6424492262921015,3.795350602746594,Walk,135.91335331427456
3.390566765182096,18.094304566778266,Bike,9.030921220710724
10.51845346426741,11.554794998117815,Bike,69.83575226372632
1.4845718406621107,6.389977465389839,Walk,15.359629803491465
10.989758775465743,19.731157639793707,Bike,33.05981726682939
12.481033971601565,55.159741510877204,Car,14.78013058911651
0.7841687244114416,4.157551854408428,Walk,9.504922930238735
1.6077210713093626,5.542737777057601,Walk,17.09751871426516
3.227567879490118,6.746618350849976,Walk,32.263660506889295
2.6547671181749615,30.719087281667495,Car,5.131981790819775
9.652890970344371,16.846142509898748,Bike,41.992847730747975
3.518852661138256,4.261812192236327,Walk,46.26415704368525
14.171100381736979,36.01372582794673,Car,26.624888424575612
13.754624491709714,12.648801664980525,Bike,60.24207340063066
4.022043573332099,18.97822883602477,Bike,12.711949078649615
14.986783958505313,10.909094121737938,Bike,67.88366750952802
9.463650484878753,39.77559883798894,Car,11.873896491457712
14.973548680741784,19.710783776136182,Bike,56.08088204275214
10.85774772259299,43.793961564307835,Car,13.885145050138243
1.7653016854505945,14.537237063292064,Bike,9.303533143654896
4.031178182396473,11.786518805301313,Bike,25.78076875903282
4.554303608799291,46.31395740033603,Car,5.170986882461565
8.1506858570847,43.56237852683121,Car,8.984191744017407
0.39089239633482836,55.75526572381145,Car,0.5114420423885727
0.9647956959195962,58.14323058542979,Car,0.8391232370435083
1.1332538053341248,51.80420502574457,Car,1.1342937527627226
8.306745316314771,6.48973216434103,Walk,77.6874508074351
8.148791818866151,32.04028721863936,Car,14.586178302562134
9.800357242373527,15.175758410355906,Bike,33.34223334160977
5.146220571284629,12.30114732596577,Bike,22.84479626132538
9.519094645808599,6.621680052024512,Walk,106.0765635846674
3.6525213995902104,32.49828825796535,Car,5.840897878688433
8.622941945414267,17.846194242907533,Bike,34.89770406441352
1.546929809133428,14.235786230199208,Bike,6.7383887833682
10.15182219660306,28.44462549031856,Car,21.441929537748827
12.965967347173665,3.760835633763246,Walk,211.8858064126778
4.258026469707132,6.693062397104051,Walk,38.99427919844698
8.312661842255732,6.997129873650906,Walk,86.8207704537461
13.926800842225239,30.82088887113699,Car,28.272684188911715
6.085633203425788,4.515892475907664,Walk,104.51914936916621
11.804231350118066,14.23007485990163,Bike,63.64092114548667
8.395661830414536,30.417888884592244,Car,15.705347817894824
8.74492328816806,17.479755603790643,Bike,24.871829187787995
7.606662175737771,30.510145477881913,Car,19.153281361525607
2.8737160895854648,16.7521255360409,Bike,9.444511890842389
13.384616280843854,5.378076614133764,Walk,165.70368197355722
8.813247011413655,19.347062577364273,Bike,24.657048479916657
3.663024207333314,16.71690222959971,Bike,12.489877373648055
