journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
904,0,0.2,7,16,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,1,4.37,7,20,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,2,8.97,7,24,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,3,6.09,7,22,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,4,9.2,7,25,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,5,20.85,7,36,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,6,27.04,7,43,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,7,14.09,7,30,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,8,20.92,7,36,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,9,36.15,7,52,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,10,20.7,7,36,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,11,22.25,7,38,1,0,23.8,31.57,32.67,Car,7.31,24.7
904,12,31.57,7,47,1,0,23.8,31.57,32.67,Car,7.31,24.7
