journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
83,0.0,40.740111,-74.017026,3.176,19.9
83,2.0,40.738031,-74.01566,2.921,17.91
83,4.0,40.735475,-74.014487,2.621,15.92
83,6.0,40.732193,-74.013607,2.25,13.93
83,8.0,40.728761,-74.012787,1.865,11.94
83,10.0,40.725583,-74.011865,1.505,9.95
83,12.0,40.723434,-74.010527,1.243,7.96
83,14.0,40.721216,-74.009218,0.974,5.97
83,16.0,40.719086,-74.007873,0.717,3.98
83,18.0,40.716139,-74.006857,0.378,1.99
83,20.0,40.7128,-74.006,0.0,0.0
