journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
2242,0,0.28,15,25,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,1,2.32,15,27,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,2,4.59,15,29,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,3,7.07,15,32,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,4,9.4,15,34,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,5,11.03,15,36,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,6,13.39,15,38,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,7,15.94,15,40,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,8,17.69,15,42,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,9,20.2,15,45,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,10,22.25,15,47,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,11,24.27,15,49,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,12,26.44,15,51,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,13,28.62,15,53,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,14,30.89,15,55,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,15,33.26,15,58,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,16,35.28,16,0,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,17,37.62,16,2,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,18,39.79,16,4,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,19,41.87,16,6,0,0,39.5,44.02,11.44,Bike,7.63,12.2
2242,20,44.02,16,9,0,0,39.5,44.02,11.44,Bike,7.63,12.2
