journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
920,0.08,40.734044,-74.003428,2.372,51.91
920,2.22,40.733266,-74.003548,2.285,53.2
920,4.22,40.732077,-74.003618,2.153,48.47
920,6.3,40.731329,-74.003742,2.069,39.37
920,8.01,40.730345,-74.003837,1.959,46.86
920,10.57,40.729681,-74.003971,1.885,36.86
920,12.11,40.72886,-74.004086,1.793,37.0
920,14.31,40.72796,-74.004192,1.693,31.98
920,16.57,40.727104,-74.004302,1.597,40.83
920,18.97,40.726133,-74.004399,1.489,36.46
920,20.01,40.725329,-74.004516,1.399,33.9
920,22.01,40.724213,-74.004595,1.275,31.66
920,24.12,40.723634,-74.00474,1.209,29.76
920,26.07,40.722385,-74.004803,1.071,22.69
920,28.35,40.721537,-74.004914,0.976,19.59
920,30.3,40.720611,-74.005017,0.873,22.37
920,32.51,40.720007,-74.005158,0.805,16.53
920,34.52,40.718853,-74.005232,0.676,14.26
920,36.46,40.718061,-74.005351,0.588,13.53
920,38.24,40.717153,-74.005455,0.486,9.11
920,40.33,40.716346,-74.005572,0.396,8.3
920,42.11,40.71544,-74.005677,0.295,5.82
920,44.11,40.714619,-74.005792,0.203,3.62
920,46.26,40.713539,-74.005875,0.083,1.89
920,48.13,40.7128,-74.006,0.0,0.0
