journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
63,0.02,40.695187,-73.999795,2.027,32.58
63,2.86,40.696066,-74.000261,1.923,35.3
63,4.11,40.697217,-74.000631,1.791,34.15
63,6.39,40.698588,-74.000924,1.637,26.06
63,9.15,40.699779,-74.00128,1.502,24.28
63,10.96,40.70067,-74.001742,1.396,26.9
63,12.1,40.701438,-74.002247,1.302,19.74
63,14.51,40.702503,-74.002647,1.179,20.98
63,16.45,40.704,-74.002895,1.013,17.84
63,18.04,40.705117,-74.003278,0.885,14.51
63,20.27,40.706275,-74.003645,0.752,13.53
63,22.05,40.707289,-74.004063,0.634,8.93
63,24.56,40.708202,-74.004517,0.526,7.13
63,26.22,40.709497,-74.004837,0.38,5.29
63,28.13,40.710562,-74.005237,0.257,4.38
63,30.94,40.711542,-74.005667,0.143,2.25
63,32.22,40.7128,-74.006,0.0,0.0
