journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
374,0.19,40.690202,-74.031332,3.298,32.45
374,2.89,40.691614,-74.029934,3.102,34.92
374,4.53,40.692475,-74.027919,2.919,26.88
374,7.32,40.694223,-74.026898,2.715,24.67
374,9.3,40.695447,-74.02529,2.523,30.08
374,11.29,40.697194,-74.024268,2.32,25.77
374,13.22,40.69812,-74.022326,2.135,21.43
374,15.5,40.699508,-74.020902,1.94,17.83
374,17.87,40.700727,-74.019288,1.748,18.16
374,19.93,40.701664,-74.017358,1.565,19.1
374,22.54,40.703586,-74.016533,1.356,14.75
374,24.32,40.705056,-74.0152,1.159,10.49
374,27.14,40.706392,-74.013718,0.965,11.17
374,29.24,40.707205,-74.011649,0.783,9.18
374,31.25,40.708653,-74.010291,0.586,7.14
374,33.43,40.710135,-74.008973,0.388,4.72
374,35.75,40.711506,-74.00753,0.193,1.83
374,37.59,40.7128,-74.006,0.0,0.0
