journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
487,0.13,40.735607,-74.014083,2.626,55.76
487,2.04,40.734644,-74.013721,2.515,49.57
487,4.55,40.733719,-74.013346,2.407,45.01
487,6.06,40.732827,-74.012959,2.303,35.84
487,8.28,40.731675,-74.012665,2.173,39.9
487,10.26,40.730495,-74.01238,2.04,38.21
487,12.14,40.729448,-74.012049,1.92,42.01
487,14.6,40.728642,-74.011631,1.824,30.04
487,16.25,40.727894,-74.011193,1.734,32.63
487,18.18,40.726656,-74.010929,1.596,26.49
487,20.35,40.725529,-74.010626,1.468,26.4
487,22.37,40.724787,-74.010186,1.379,27.11
487,24.14,40.72379,-74.009836,1.264,25.25
487,26.15,40.722796,-74.009486,1.15,23.4
487,28.4,40.721577,-74.009215,1.013,16.88
487,30.5,40.720583,-74.008865,0.898,14.02
487,32.01,40.719935,-74.008391,0.819,14.62
487,34.19,40.719229,-74.007939,0.733,14.91
487,36.04,40.717709,-74.007775,0.566,12.39
487,38.04,40.716737,-74.007416,0.454,7.06
487,40.13,40.71591,-74.007006,0.356,7.09
487,42.12,40.714639,-74.006754,0.214,4.56
487,45.11,40.713757,-74.006364,0.111,2.18
487,46.18,40.7128,-74.006,0.0,0.0
