journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
4064,0.0,40.782869,-74.143777,13.979,36.9
4064,2.0,40.779354,-74.136185,13.23,34.96
4064,4.0,40.775779,-74.128712,12.487,33.02
4064,6.0,40.772227,-74.121194,11.741,31.07
4064,8.0,40.768296,-74.11442,11.023,29.13
4064,10.0,40.764626,-74.107134,10.287,27.19
4064,12.0,40.76082,-74.100116,9.56,25.25
4064,14.0,40.756938,-74.093246,8.839,23.31
4064,16.0,40.753056,-74.086376,8.118,21.36
4064,18.0,40.749223,-74.079411,7.394,19.42
4064,20.0,40.745759,-74.071719,6.641,17.48
4064,22.0,40.742074,-74.064461,5.905,15.54
4064,24.0,40.738472,-74.057041,5.162,13.59
4064,26.0,40.734977,-74.049411,4.412,11.65
4064,28.0,40.731342,-74.042056,3.672,9.71
4064,30.0,40.727763,-74.034589,2.928,7.77
4064,32.0,40.72425,-74.026995,2.18,5.83
4064,34.0,40.720429,-74.020005,1.454,3.88
4064,36.0,40.716597,-74.013037,0.728,1.94
4064,38.0,40.7128,-74.006,0.0,0.0
