journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
128,0,0.0,21,42,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,1,2.0,21,45,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,2,4.0,21,46,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,3,6.0,21,48,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,4,8.0,21,50,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,5,10.0,21,52,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,6,12.0,21,54,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,7,14.0,21,56,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,8,16.0,21,58,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,9,18.0,22,0,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,10,20.0,22,2,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,11,22.0,22,4,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,12,24.0,22,6,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,13,26.0,22,8,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,14,28.0,22,10,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,15,30.0,22,12,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,16,32.0,22,15,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,17,34.0,22,16,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,18,36.0,22,18,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,19,38.0,22,20,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,20,40.0,22,22,0,0,40.4,42.0,3.96,Walk,2.68,4.3
128,21,42.0,22,24,0,0,40.4,42.0,3.96,Walk,2.68,4.3
