journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1570,0.0,40.709556,-74.018908,1.146,23.6
1570,2.0,40.709801,-74.017731,1.043,21.63
1570,4.0,40.710093,-74.01674,0.954,19.67
1570,6.0,40.710369,-74.015689,0.86,17.7
1570,8.0,40.710657,-74.014683,0.77,15.73
1570,10.0,40.710927,-74.013604,0.674,13.77
1570,12.0,40.711139,-74.012299,0.562,11.8
1570,14.0,40.711513,-74.011634,0.496,9.83
1570,16.0,40.711678,-74.01014,0.371,7.87
1570,18.0,40.712011,-74.009313,0.293,5.9
1570,20.0,40.712267,-74.008182,0.193,3.93
1570,22.0,40.712489,-74.006915,0.084,1.97
1570,24.0,40.7128,-74.006,0.0,0.0
