journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1556,0.0,40.642376,-74.111922,11.879,19.7
1556,2.0,40.649084,-74.100827,10.683,17.73
1556,4.0,40.656035,-74.090098,9.493,15.76
1556,6.0,40.663406,-74.08,8.312,13.79
1556,8.0,40.670781,-74.069908,7.132,11.82
1556,10.0,40.677996,-74.059575,5.948,9.85
1556,12.0,40.684831,-74.04867,4.755,7.88
1556,14.0,40.69158,-74.037637,3.561,5.91
1556,16.0,40.698494,-74.026851,2.371,3.94
1556,18.0,40.705366,-74.016003,1.181,1.97
1556,20.0,40.7128,-74.006,0.0,0.0
