journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
652,0.32,40.707296,-74.009114,0.666,17.37
652,2.32,40.707798,-74.008705,0.601,17.2
652,4.03,40.70831,-74.008303,0.536,17.47
652,7.21,40.709254,-74.008145,0.434,14.33
652,8.35,40.70986,-74.007796,0.36,12.58
652,10.44,40.710434,-74.007429,0.289,8.02
652,12.47,40.711099,-74.007113,0.211,7.61
652,14.07,40.711686,-74.006754,0.139,3.74
652,16.09,40.712098,-74.006295,0.082,2.11
652,18.12,40.7128,-74.006,0.0,0.0
