journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2703,0.0,40.690271,-74.016956,2.67,19.8
2703,2.0,40.69237,-74.015786,2.417,17.82
2703,4.0,40.695152,-74.014947,2.102,15.84
2703,6.0,40.696733,-74.013525,1.896,13.86
2703,8.0,40.699443,-74.012652,1.588,11.88
2703,10.0,40.701303,-74.011365,1.356,9.9
2703,12.0,40.703994,-74.010483,1.05,7.92
2703,14.0,40.706276,-74.009401,0.78,5.94
2703,16.0,40.708405,-74.008245,0.524,3.96
2703,18.0,40.710135,-74.006895,0.306,1.98
2703,20.0,40.7128,-74.006,0.0,0.0
