journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2232,0.0,40.703286,-73.986698,1.941,28.3
2232,2.0,40.703969,-73.987886,1.815,26.41
2232,4.0,40.704453,-73.989478,1.674,24.53
2232,6.0,40.705165,-73.990608,1.55,22.64
2232,8.0,40.705837,-73.991818,1.424,20.75
2232,10.0,40.706482,-73.993083,1.296,18.87
2232,12.0,40.707136,-73.994328,1.168,16.98
2232,14.0,40.707628,-73.995904,1.027,15.09
2232,16.0,40.708298,-73.997118,0.901,13.21
2232,18.0,40.708986,-73.998297,0.776,11.32
2232,20.0,40.709684,-73.999454,0.652,9.43
2232,22.0,40.710284,-74.000811,0.519,7.55
2232,24.0,40.710857,-74.002222,0.385,5.66
2232,26.0,40.711523,-74.003444,0.258,3.77
2232,28.0,40.712194,-74.004655,0.132,1.89
2232,30.0,40.7128,-74.006,0.0,0.0
