journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
4035,0.03,40.704871,-73.940928,5.555,32.96
4035,2.23,40.705323,-73.944881,5.218,39.24
4035,5.05,40.705786,-73.948734,4.889,29.9
4035,7.25,40.706257,-73.952527,4.566,29.76
4035,8.97,40.706748,-73.956146,4.256,22.81
4035,11.36,40.707222,-73.959914,3.934,26.92
4035,13.62,40.707643,-73.964117,3.577,24.57
4035,15.49,40.708087,-73.968123,3.235,20.12
4035,17.79,40.708671,-73.970987,2.987,19.39
4035,20.08,40.708943,-73.976414,2.53,17.26
4035,22.01,40.709592,-73.978738,2.325,14.41
4035,24.25,40.709885,-73.983993,1.883,14.75
4035,26.68,40.710479,-73.986769,1.641,11.63
4035,28.7,40.710965,-73.990435,1.328,8.35
4035,31.17,40.711406,-73.994474,0.984,6.85
4035,33.71,40.711858,-73.998419,0.647,3.8
4035,35.69,40.712354,-74.002002,0.341,1.91
4035,37.72,40.7128,-74.006,0.0,0.0
