journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3938,0.68,40.803004,-73.871212,15.149,42.44
3938,4.64,40.797888,-73.879425,14.254,35.67
3938,8.18,40.792608,-73.887392,13.363,33.86
3938,12.02,40.787372,-73.895426,12.471,29.27
3938,8.58,40.781979,-73.903226,11.581,22.92
3938,10.34,40.77656,-73.910985,10.693,24.01
3938,12.66,40.771062,-73.918627,9.806,20.11
3938,14.14,40.765498,-73.92617,8.92,21.09
3938,16.01,40.760102,-73.933964,8.031,18.94
3938,18.43,40.754828,-73.941942,7.139,16.64
3938,44.55,40.749626,-73.950025,6.246,15.12
3938,22.1,40.744531,-73.95827,5.35,12.41
3938,31.34,40.739479,-73.966579,4.454,11.93
3938,26.23,40.734314,-73.974718,3.56,8.67
3938,56.04,40.729079,-73.982753,2.667,6.15
3938,60.12,40.723712,-73.99059,1.777,3.81
3938,41.96,40.718256,-73.998295,0.889,2.2
3938,44.28,40.7128,-74.006,0.0,0.0
