journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
141,0.58,40.736735,-73.97967,3.465,22.04
141,2.67,40.734406,-73.982375,3.12,15.55
141,4.41,40.731744,-73.984712,2.767,16.12
141,6.96,40.729541,-73.987555,2.425,13.46
141,8.94,40.727368,-73.99043,2.085,14.32
141,12.19,40.724784,-73.992853,1.733,10.33
141,14.24,40.722563,-73.995676,1.391,8.37
141,15.58,40.720565,-73.998745,1.058,6.94
141,17.74,40.717423,-74.000554,0.689,4.11
141,19.8,40.715406,-74.003601,0.353,2.26
141,22.32,40.7128,-74.006,0.0,0.0
