journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
679,0.15,40.716684,-73.923365,6.978,34.52
679,2.41,40.716432,-73.929035,6.499,32.82
679,4.67,40.716162,-73.934305,6.054,25.77
679,6.62,40.715893,-73.939592,5.608,26.46
679,9.16,40.715649,-73.945417,5.116,19.56
679,11.21,40.715368,-73.950461,4.69,24.18
679,13.73,40.715142,-73.956675,4.165,16.93
679,15.88,40.714837,-73.961205,3.782,13.88
679,17.69,40.714601,-73.967191,3.277,15.67
679,20.04,40.714317,-73.97218,2.855,11.69
679,22.6,40.714106,-73.97869,2.306,11.71
679,24.59,40.71384,-73.984052,1.853,8.98
679,27.43,40.713585,-73.989655,1.38,5.91
679,28.64,40.713302,-73.994642,0.959,3.42
679,31.56,40.713058,-74.000467,0.467,1.84
679,33.06,40.7128,-74.006,0.0,0.0
