journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
955,0.13,40.709148,-74.015592,0.905,18.27
955,2.19,40.709531,-74.014679,0.817,20.79
955,4.08,40.709909,-74.013753,0.728,18.37
955,6.28,40.710284,-74.01282,0.639,15.1
955,8.24,40.710513,-74.011503,0.529,14.39
955,10.01,40.710996,-74.010853,0.456,11.93
955,12.18,40.711374,-74.009927,0.367,9.13
955,14.51,40.711768,-74.009045,0.281,6.91
955,16.41,40.712164,-74.008166,0.196,3.63
955,18.91,40.712511,-74.00716,0.103,1.87
955,21.02,40.7128,-74.006,0.0,0.0
