journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
885,0.22,40.745894,-74.007717,3.683,38.12
885,2.92,40.743669,-74.007604,3.435,28.55
885,5.0,40.741354,-74.007495,3.178,32.19
885,6.72,40.739092,-74.007383,2.926,26.83
885,8.88,40.737203,-74.007252,2.716,20.77
885,11.09,40.734602,-74.007158,2.426,19.41
885,13.28,40.732851,-74.00702,2.231,21.25
885,15.51,40.730198,-74.006929,1.936,14.96
885,17.72,40.72812,-74.006808,1.705,17.11
885,19.9,40.726071,-74.006685,1.477,11.93
885,22.0,40.723611,-74.006584,1.203,11.93
885,24.2,40.7214,-74.00647,0.957,8.71
885,26.55,40.71896,-74.006367,0.686,5.78
885,28.66,40.717517,-74.006213,0.525,4.8
885,31.33,40.715086,-74.00611,0.254,2.07
885,33.31,40.7128,-74.006,0.0,0.0
