journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
522,0.0,40.846434,-73.894638,17.57,45.15
522,4.11,40.839756,-73.900796,16.666,31.76
522,4.28,40.832651,-73.906598,15.738,38.36
522,6.09,40.825815,-73.912623,14.824,36.76
522,8.0,40.818761,-73.918467,13.898,36.59
522,10.27,40.811609,-73.924229,12.967,29.8
522,12.08,40.804352,-73.929904,12.03,29.35
522,14.51,40.797067,-73.935556,11.091,23.79
522,16.1,40.789928,-73.941328,10.16,21.37
522,40.21,40.782826,-73.947133,9.232,23.21
522,20.24,40.775462,-73.952718,8.288,16.36
522,44.5,40.768641,-73.958756,7.375,13.89
522,53.13,40.761942,-73.964896,6.469,13.81
522,52.54,40.755094,-73.970912,5.555,12.98
522,56.21,40.748157,-73.976853,4.636,9.26
522,66.58,40.741305,-73.982865,3.721,9.05
522,32.21,40.734571,-73.988976,2.814,7.24
522,34.4,40.727365,-73.994693,1.879,4.5
522,79.76,40.720202,-74.000446,0.947,2.16
522,49.53,40.7128,-74.006,0.0,0.0
