journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
10,0.22,40.712174,-74.021004,1.267,26.62
10,2.27,40.712205,-74.019437,1.134,23.61
10,4.19,40.712262,-74.018488,1.054,25.32
10,6.15,40.71232,-74.017586,0.978,19.76
10,8.1,40.712365,-74.01635,0.874,15.85
10,10.02,40.712406,-74.015025,0.762,17.05
10,12.83,40.712464,-74.014105,0.684,13.26
10,14.15,40.712518,-74.013086,0.598,10.47
10,16.54,40.712571,-74.012063,0.512,11.16
10,18.58,40.71261,-74.010668,0.394,7.97
10,20.89,40.712658,-74.009513,0.296,6.18
10,22.46,40.712695,-74.00809,0.177,4.46
10,24.1,40.712746,-74.007016,0.086,1.79
10,26.29,40.7128,-74.006,0.0,0.0
