journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1763,0,0.0,20,30,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,1,2.0,20,33,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,2,4.0,20,34,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,3,6.0,20,37,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,4,8.0,20,38,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,5,10.0,20,41,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,6,12.0,20,42,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,7,14.0,20,45,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,8,16.0,20,46,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,9,18.0,20,48,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,10,20.0,20,50,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,11,22.0,20,52,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,12,24.0,20,54,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,13,26.0,20,56,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,14,28.0,20,58,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,15,30.0,21,0,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,16,32.0,21,3,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,17,34.0,21,4,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,18,36.0,21,7,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,19,38.0,21,8,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,20,40.0,21,11,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,21,42.0,21,12,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,22,44.0,21,15,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,23,46.0,21,16,0,0,48.0,48.0,0.0,Car,11.72,15.0
1763,24,48.0,21,18,0,0,48.0,48.0,0.0,Car,11.72,15.0
