journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
4393,0.0,40.704184,-74.004152,0.971,22.7
4393,2.0,40.70481,-74.004326,0.9,20.81
4393,4.0,40.70574,-74.004434,0.796,18.92
4393,6.0,40.706215,-74.00464,0.741,17.02
4393,8.0,40.706916,-74.004798,0.662,15.13
4393,10.0,40.707677,-74.004943,0.577,13.24
4393,12.0,40.708663,-74.005039,0.467,11.35
4393,14.0,40.709155,-74.005242,0.41,9.46
4393,16.0,40.709787,-74.005414,0.339,7.57
4393,18.0,40.710683,-74.00553,0.239,5.67
4393,20.0,40.711486,-74.005666,0.149,3.78
4393,22.0,40.712031,-74.005857,0.086,1.89
4393,24.0,40.7128,-74.006,0.0,0.0
