journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3753,0.09,40.776483,-74.014665,7.119,24.19
3753,4.73,40.77086,-74.013697,6.489,18.89
3753,4.35,40.764302,-74.012857,5.756,17.48
3753,6.02,40.757656,-74.012028,5.014,14.31
3753,17.69,40.750645,-74.011249,4.231,15.16
3753,10.27,40.743687,-74.010462,3.455,12.33
3753,27.08,40.737741,-74.009539,2.789,7.5
3753,18.8,40.732188,-74.008561,2.167,6.81
3753,32.14,40.726425,-74.007612,1.521,3.7
3753,23.44,40.719479,-74.006824,0.746,2.16
3753,44.3,40.7128,-74.006,0.0,0.0
