journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3970,0.31,40.689785,-74.050145,4.516,40.78
3970,2.65,40.69097,-74.0469,4.217,26.79
3970,8.43,40.692322,-74.043974,3.928,31.58
3970,6.01,40.693795,-74.04128,3.648,27.45
3970,10.77,40.695206,-74.038469,3.364,24.86
3970,10.08,40.696912,-74.036225,3.1,22.71
3970,24.1,40.698498,-74.033749,2.828,24.91
3970,28.66,40.700199,-74.031492,2.565,18.39
3970,16.06,40.701465,-74.028403,2.27,18.06
3970,39.95,40.702989,-74.025808,1.994,17.49
3970,20.14,40.704259,-74.022726,1.7,11.48
3970,49.58,40.705531,-74.019647,1.406,9.45
3970,24.4,40.706758,-74.016483,1.11,9.41
3970,26.36,40.708222,-74.013772,0.83,7.06
3970,36.45,40.709624,-74.010944,0.546,4.82
3970,30.02,40.711182,-74.008414,0.272,2.0
3970,70.53,40.7128,-74.006,0.0,0.0
