journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3950,0.1,40.676181,-74.061431,6.198,37.99
3950,4.25,40.678354,-74.057791,5.808,34.43
3950,8.95,40.680292,-74.053796,5.413,25.0
3950,6.42,40.682816,-74.050688,5.031,26.65
3950,8.86,40.685138,-74.047273,4.644,23.29
3950,13.55,40.687551,-74.043997,4.259,26.39
3950,16.04,40.690042,-74.040839,3.877,23.79
3950,14.11,40.692403,-74.037485,3.491,16.92
3950,32.01,40.694794,-74.034175,3.106,18.78
3950,24.19,40.697053,-74.030665,2.718,16.23
3950,20.42,40.699246,-74.027057,2.328,10.93
3950,22.39,40.701297,-74.023232,1.935,9.95
3950,48.04,40.703443,-74.019551,1.545,6.97
3950,34.0,40.705625,-74.015925,1.156,5.45
3950,28.35,40.707873,-74.012399,0.769,3.71
3950,30.69,40.710303,-74.009149,0.384,2.4
3950,64.16,40.7128,-74.006,0.0,0.0
