journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
3651,0,0.0,13,15,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,1,2.0,13,16,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,2,4.0,13,18,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,3,6.0,13,20,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,4,8.0,13,22,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,5,10.0,13,24,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,6,12.0,13,26,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,7,14.0,13,28,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,8,16.0,13,31,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,9,18.0,13,33,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,10,20.0,13,35,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,11,22.0,13,37,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,12,24.0,13,39,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,13,26.0,13,41,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,14,28.0,13,43,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,15,30.0,13,45,0,1,30.8,32.0,3.9,Car,10.89,24.5
3651,16,32.0,13,46,0,1,30.8,32.0,3.9,Car,10.89,24.5
