journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2790,0.14,40.705967,-73.983085,2.076,33.31
2790,2.14,40.706393,-73.984712,1.931,31.46
2790,4.06,40.706885,-73.986118,1.8,23.59
2790,6.24,40.707333,-73.987673,1.66,26.09
2790,8.07,40.707729,-73.989398,1.509,20.17
2790,10.03,40.708236,-73.990754,1.382,23.48
2790,12.01,40.708622,-73.992513,1.228,19.24
2790,14.07,40.709165,-73.993748,1.109,14.18
2790,16.27,40.709647,-73.995187,0.977,13.63
2790,18.11,40.710141,-73.996587,0.847,12.83
2790,20.15,40.71049,-73.998471,0.685,10.15
2790,22.36,40.710933,-74.00004,0.544,7.8
2790,24.09,40.711407,-74.001506,0.409,5.5
2790,26.07,40.71193,-74.002806,0.286,3.63
2790,28.09,40.712269,-74.004726,0.123,1.85
2790,30.53,40.7128,-74.006,0.0,0.0
