journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
855,0.0,40.653245,-73.958688,7.731,20.5
855,2.0,40.658237,-73.963324,7.054,18.64
855,4.0,40.663314,-73.967894,6.372,16.77
855,6.0,40.669272,-73.971762,5.636,14.91
855,8.0,40.674994,-73.975819,4.914,13.05
855,10.0,40.68084,-73.979777,4.185,11.18
855,12.0,40.686418,-73.983948,3.473,9.32
855,14.0,40.691369,-73.988617,2.798,7.45
855,16.0,40.696139,-73.99343,2.134,5.59
855,18.0,40.701603,-73.997691,1.429,3.73
855,20.0,40.707069,-74.001951,0.723,1.86
855,22.0,40.7128,-74.006,0.0,0.0
