journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
3798,0,0.22,19,21,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,1,3.46,19,24,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,2,4.61,19,25,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,3,7.35,19,28,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,4,10.08,19,31,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,5,11.32,19,32,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,6,13.29,19,34,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,7,15.6,19,36,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,8,17.86,19,38,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,9,19.92,19,40,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,10,22.21,19,43,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,11,24.32,19,45,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,12,26.44,19,47,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,13,29.12,19,50,1,0,27.1,31.09,14.74,Bike,4.95,12.0
3798,14,31.09,19,52,1,0,27.1,31.09,14.74,Bike,4.95,12.0
