journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
3290,0,0.77,13,51,0,1,23.4,31.37,34.04,Car,9.19,29.7
3290,1,4.22,13,55,0,1,23.4,31.37,34.04,Car,9.19,29.7
3290,2,8.17,13,59,0,1,23.4,31.37,34.04,Car,9.19,29.7
3290,3,12.41,14,3,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,4,17.88,14,8,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,5,20.0,14,11,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,6,15.89,14,6,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,7,14.57,14,5,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,8,16.48,14,7,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,9,18.31,14,9,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,10,20.03,14,11,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,11,22.62,14,13,0,0,23.4,31.37,34.04,Car,9.19,29.7
3290,12,31.37,14,22,0,0,23.4,31.37,34.04,Car,9.19,29.7
