journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
869,0,1.81,16,10,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,1,2.35,16,11,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,2,4.8,16,13,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,3,6.21,16,15,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,4,8.18,16,17,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,5,11.68,16,20,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,6,12.07,16,21,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,7,14.36,16,23,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,8,16.04,16,25,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,9,18.53,16,27,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,10,20.56,16,29,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,11,22.06,16,31,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,12,24.2,16,33,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,13,26.45,16,35,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,14,28.49,16,37,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,15,30.04,16,39,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,16,32.2,16,41,0,0,33.9,34.12,0.66,Walk,1.8,3.6
869,17,34.12,16,43,0,0,33.9,34.12,0.66,Walk,1.8,3.6
