journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
504,0,0.03,12,25,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,1,2.45,12,27,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,2,4.26,12,29,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,3,6.24,12,31,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,4,8.01,12,33,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,5,10.28,12,35,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,6,12.1,12,37,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,7,14.6,12,39,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,8,16.06,12,41,0,1,17.1,18.5,8.16,Walk,0.74,3.0
504,9,18.5,12,43,0,1,17.1,18.5,8.16,Walk,0.74,3.0
