journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
2407,0.0,40.687885,-74.014391,2.859,22.9
2407,2.0,40.690052,-74.013722,2.612,20.99
2407,4.0,40.692209,-74.01305,2.366,19.08
2407,6.0,40.694618,-74.012463,2.094,17.17
2407,8.0,40.696122,-74.011571,1.913,15.27
2407,10.0,40.698152,-74.010856,1.679,13.36
2407,12.0,40.700381,-74.010208,1.426,11.45
2407,14.0,40.70267,-74.009581,1.166,9.54
2407,16.0,40.704917,-74.008939,0.911,7.63
2407,18.0,40.7063,-74.008006,0.742,5.72
2407,20.0,40.708505,-74.007351,0.491,3.82
2407,22.0,40.71057,-74.006647,0.254,1.91
2407,24.0,40.7128,-74.006,0.0,0.0
