journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
2674,0,0.0,8,28,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,1,2.0,8,30,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,2,4.0,8,32,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,3,6.0,8,34,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,4,8.0,8,36,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,5,10.0,8,38,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,6,12.0,8,40,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,7,14.0,8,42,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,8,16.0,8,45,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,9,18.0,8,46,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,10,20.0,8,48,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,11,22.0,8,50,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,12,24.0,8,52,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,13,26.0,8,54,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,14,28.0,8,56,1,0,29.9,30.0,0.33,Car,4.9,15.0
2674,15,30.0,8,58,1,0,29.9,30.0,0.33,Car,4.9,15.0
