journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1211,0.18,40.707445,-74.012474,0.808,18.52
1211,2.01,40.708026,-74.011738,0.718,18.18
1211,4.42,40.708607,-74.011001,0.629,17.32
1211,6.06,40.709156,-74.010226,0.54,11.47
1211,8.27,40.709673,-74.009413,0.451,10.29
1211,10.42,40.710621,-74.00912,0.358,10.04
1211,13.27,40.711132,-74.0083,0.268,6.46
1211,14.13,40.711516,-74.007324,0.181,3.76
1211,16.14,40.712184,-74.006693,0.09,2.51
1211,18.27,40.7128,-74.006,0.0,0.0
