journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1491,0.01,40.717568,-74.026099,1.775,30.43
1491,5.53,40.717345,-74.024358,1.628,34.59
1491,9.02,40.717158,-74.022467,1.47,28.96
1491,6.06,40.716809,-74.021262,1.361,27.78
1491,8.55,40.716394,-74.020328,1.272,22.12
1491,10.11,40.715979,-74.0194,1.183,23.34
1491,26.45,40.715605,-74.018297,1.082,20.64
1491,28.0,40.715215,-74.017261,0.986,19.19
1491,21.03,40.71494,-74.015739,0.855,14.81
1491,18.29,40.714606,-74.014465,0.741,13.32
1491,44.02,40.714389,-74.0127,0.592,9.74
1491,48.75,40.714168,-74.010955,0.444,9.37
1491,52.96,40.713964,-74.009135,0.294,5.69
1491,57.23,40.713593,-74.008016,0.191,4.22
1491,28.24,40.713192,-74.007029,0.097,2.35
1491,66.02,40.7128,-74.006,0.0,0.0
