journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1127,0.01,40.716552,-73.997528,0.827,17.69
1127,2.43,40.716172,-73.998364,0.745,16.24
1127,4.48,40.715788,-73.999191,0.663,18.42
1127,6.4,40.715453,-74.000128,0.576,16.75
1127,8.11,40.715028,-74.000864,0.499,12.27
1127,10.42,40.714694,-74.001803,0.412,8.51
1127,12.16,40.714259,-74.002517,0.335,6.97
1127,14.41,40.713857,-74.003303,0.256,6.35
1127,16.63,40.713532,-74.004263,0.167,4.17
1127,18.32,40.71307,-74.004916,0.096,2.2
1127,20.12,40.7128,-74.006,0.0,0.0
