journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1727,0.05,40.718861,-73.994424,1.186,23.89
1727,2.16,40.718379,-73.995819,1.059,21.19
1727,5.54,40.717555,-73.996559,0.955,13.94
1727,6.0,40.716971,-73.997759,0.835,15.17
1727,8.03,40.716408,-73.999001,0.713,12.55
1727,10.11,40.715714,-73.999989,0.601,8.52
1727,12.28,40.715293,-74.001502,0.47,8.91
1727,14.22,40.714638,-74.002564,0.354,6.97
1727,16.32,40.713888,-74.003448,0.247,4.12
1727,18.25,40.71344,-74.004907,0.116,2.41
1727,20.85,40.7128,-74.006,0.0,0.0
