journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1066,0.09,40.647458,-74.067097,8.907,21.45
1066,2.52,40.654316,-74.059932,7.935,17.91
1066,4.36,40.661323,-74.052906,6.957,16.55
1066,6.63,40.669239,-74.046731,5.938,11.58
1066,16.24,40.677089,-74.040495,4.922,9.3
1066,10.1,40.684095,-74.033468,3.943,9.67
1066,24.36,40.691019,-74.026366,2.969,7.04
1066,14.05,40.698,-74.019316,1.992,4.54
1066,35.9,40.704907,-74.012197,1.021,2.27
1066,18.3,40.7128,-74.006,0.0,0.0
