journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
1557,0.02,40.706057,-73.992718,1.347,23.05
1557,2.15,40.706609,-73.994286,1.204,15.75
1557,4.08,40.707378,-73.995428,1.076,18.0
1557,6.43,40.708109,-73.996644,0.945,14.17
1557,8.0,40.708834,-73.997873,0.815,11.31
1557,10.77,40.709469,-73.999279,0.677,9.23
1557,12.14,40.710087,-74.000718,0.538,9.32
1557,14.1,40.710667,-74.002233,0.396,6.21
1557,16.28,40.711516,-74.003216,0.275,4.02
1557,18.02,40.712164,-74.004596,0.138,2.06
1557,20.13,40.7128,-74.006,0.0,0.0
