journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3972,0.0,40.657253,-74.014719,6.22,22.1
3972,2.0,40.661189,-74.013884,5.777,20.26
3972,4.0,40.665476,-74.013103,5.296,18.42
3972,6.0,40.670438,-74.012429,4.742,16.58
3972,8.0,40.675769,-74.011813,4.147,14.73
3972,10.0,40.680719,-74.011136,3.593,12.89
3972,12.0,40.685507,-74.010435,3.058,11.05
3972,14.0,40.690232,-74.009723,2.529,9.21
3972,16.0,40.694284,-74.008906,2.073,7.37
3972,18.0,40.698261,-74.008077,1.626,5.53
3972,20.0,40.702735,-74.007326,1.125,3.68
3972,22.0,40.70767,-74.006648,0.573,1.84
3972,24.0,40.7128,-74.006,0.0,0.0
