journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
3078,0.0,40.719896,-74.013017,0.986,26.0
3078,2.0,40.719476,-74.012353,0.915,24.0
3078,4.0,40.718556,-74.012184,0.825,22.0
3078,6.0,40.718123,-74.011532,0.753,20.0
3078,8.0,40.717828,-74.010744,0.687,18.0
3078,10.0,40.717224,-74.010262,0.609,16.0
3078,12.0,40.716573,-74.009826,0.529,14.0
3078,14.0,40.715905,-74.009407,0.449,12.0
3078,16.0,40.71564,-74.00859,0.384,10.0
3078,18.0,40.715158,-74.007986,0.311,8.0
3078,20.0,40.714445,-74.007612,0.228,6.0
3078,22.0,40.713962,-74.00701,0.155,4.0
3078,24.0,40.713394,-74.006492,0.078,2.0
3078,26.0,40.7128,-74.006,0.0,0.0
