journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1353,0,0.02,12,22,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,1,2.04,12,24,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,2,8.11,12,30,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,3,12.11,12,34,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,4,16.43,12,38,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,5,13.91,12,35,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,6,24.18,12,46,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,7,14.14,12,36,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,8,16.85,12,38,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,9,18.03,12,40,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,10,40.45,13,2,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,11,22.1,12,44,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,12,24.32,12,46,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,13,26.34,12,48,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,14,28.14,12,50,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,15,60.1,13,22,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,16,64.34,13,26,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,17,68.46,13,30,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,18,36.17,12,58,0,1,37.3,49.57,32.9,Car,11.73,23.2
1353,19,49.57,13,11,0,1,37.3,49.57,32.9,Car,11.73,23.2
