journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1418,0,0.05,8,7,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,1,4.14,8,11,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,2,4.16,8,11,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,3,12.29,8,19,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,4,10.55,8,17,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,5,22.2,8,29,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,6,15.63,8,22,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,7,14.38,8,21,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,8,16.5,8,23,1,0,17.0,36.21,113.01,Car,13.37,51.8
1418,9,36.21,8,43,1,0,17.0,36.21,113.01,Car,13.37,51.8
