journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1490,0,0.57,21,8,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,1,2.09,21,10,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,2,4.15,21,12,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,3,13.57,21,21,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,4,8.85,21,16,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,5,22.1,21,30,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,6,12.4,21,20,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,7,28.56,21,36,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,8,32.17,21,40,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,9,18.52,21,26,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,10,21.55,21,29,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,11,22.14,21,30,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,12,24.08,21,32,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,13,52.71,22,0,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,14,28.23,21,36,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,15,30.03,21,38,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,16,41.8,21,49,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,17,34.01,21,42,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,18,36.09,21,44,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,19,83.87,22,31,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,20,52.34,22,0,0,0,40.9,42.16,3.09,Car,15.58,25.8
1490,21,42.16,21,50,0,0,40.9,42.16,3.09,Car,15.58,25.8
