journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
2385,0,0.0,7,16,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,1,2.0,7,18,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,2,4.0,7,20,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,3,6.0,7,22,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,4,8.0,7,25,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,5,10.0,7,27,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,6,12.0,7,29,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,7,14.0,7,30,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,8,16.0,7,32,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,9,18.0,7,34,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,10,20.0,7,36,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,11,22.0,7,38,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,12,24.0,7,41,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,13,26.0,7,43,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,14,28.0,7,45,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,15,30.0,7,46,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,16,32.0,7,48,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,17,34.0,7,50,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,18,36.0,7,52,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,19,38.0,7,54,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,20,40.0,7,57,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,21,42.0,7,59,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,22,44.0,8,0,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,23,46.0,8,3,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,24,48.0,8,5,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,25,50.0,8,7,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,26,52.0,8,9,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,27,54.0,8,11,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,28,56.0,8,13,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,29,58.0,8,15,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,30,60.0,8,16,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,31,62.0,8,18,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,32,64.0,8,20,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,33,66.0,8,22,1,0,66.6,68.0,2.1,Walk,3.0,3.0
2385,34,68.0,8,24,1,0,66.6,68.0,2.1,Walk,3.0,3.0
