journey_id,update_sequence,elapsed_minutes,time_of_day_hour,time_of_day_minute,is_rush_hour,is_lunch_hour,original_eta_minutes,actual_duration_minutes,time_variance_percent,travel_mode,original_distance_km,original_speed_kmh
1286,0,0.0,19,45,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,1,2.0,19,47,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,2,4.0,19,48,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,3,6.0,19,51,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,4,8.0,19,52,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,5,10.0,19,55,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,6,12.0,19,56,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,7,14.0,19,59,1,0,19.1,20.0,4.71,Car,6.81,29.0
1286,8,16.0,20,0,0,0,19.1,20.0,4.71,Car,6.81,29.0
1286,9,18.0,20,3,0,0,19.1,20.0,4.71,Car,6.81,29.0
1286,10,20.0,20,4,0,0,19.1,20.0,4.71,Car,6.81,29.0
