journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
4196,0.0,40.605992,-73.985444,12.002,21.94
4196,4.45,40.614486,-73.987235,11.046,26.65
4196,9.37,40.623089,-73.989005,10.078,21.44
4196,13.55,40.632033,-73.99071,9.073,20.48
4196,17.8,40.641595,-73.992296,8.002,18.99
4196,13.23,40.651156,-73.993882,6.93,14.71
4196,26.47,40.660217,-73.995564,5.913,11.23
4196,14.03,40.668879,-73.997323,4.938,9.5
4196,21.24,40.677197,-73.999148,4.001,8.03
4196,18.9,40.685519,-74.000972,3.063,5.63
4196,44.02,40.694382,-74.002693,2.067,3.97
4196,22.48,40.703255,-74.004411,1.07,2.01
4196,24.18,40.7128,-74.006,0.0,0.0
