journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
4319,0.12,40.547395,-74.01812,18.421,46.41
4319,2.79,40.554752,-74.017558,17.601,52.38
4319,4.5,40.561751,-74.016969,16.821,50.77
4319,6.18,40.569132,-74.016408,15.999,38.79
4319,18.43,40.576691,-74.01586,15.157,41.37
4319,22.09,40.584327,-74.015317,14.307,31.35
4319,26.75,40.592165,-74.01479,13.434,38.75
4319,14.37,40.59993,-74.014257,12.57,29.33
4319,16.01,40.607687,-74.013724,11.706,27.52
4319,36.07,40.615612,-74.013202,10.824,31.19
4319,40.51,40.623009,-74.012643,10.0,26.41
4319,22.53,40.630618,-74.012098,9.153,27.31
4319,48.87,40.638406,-74.011567,8.286,24.92
4319,52.08,40.645765,-74.011005,7.466,17.62
4319,56.17,40.652877,-74.010424,6.674,15.36
4319,39.1,40.660103,-74.009852,5.869,12.64
4319,70.81,40.667417,-74.009286,5.054,12.93
4319,44.4,40.674873,-74.00873,4.224,10.42
4319,72.32,40.681969,-74.008148,3.433,9.72
4319,38.56,40.689683,-74.007612,2.574,6.04
4319,40.3,40.697477,-74.007081,1.706,4.15
4319,92.43,40.705031,-74.006533,0.865,2.46
4319,44.2,40.7128,-74.006,0.0,0.0
