journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
558,0.0,40.760876,-73.905073,10.044,27.0
558,2.0,40.757537,-73.912481,9.318,25.07
558,4.0,40.754257,-73.920014,8.587,23.14
558,6.0,40.750926,-73.927438,7.861,21.21
558,8.0,40.747321,-73.934289,7.159,19.29
558,10.0,40.743658,-73.941017,6.462,17.36
558,12.0,40.740108,-73.947983,5.755,15.43
558,14.0,40.736661,-73.955165,5.039,13.5
558,16.0,40.733062,-73.962027,4.337,11.57
558,18.0,40.729932,-73.969875,3.591,9.64
558,20.0,40.726728,-73.977568,2.853,7.71
558,22.0,40.723508,-73.985225,2.117,5.79
558,24.0,40.720002,-73.992284,1.406,3.86
558,26.0,40.716416,-73.999173,0.702,1.93
558,28.0,40.7128,-74.006,0.0,0.0
