journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
220,0.0,40.66089,-74.003225,5.777,18.5
220,2.0,40.66546,-74.003535,5.268,16.65
220,4.0,40.670865,-74.003802,4.667,14.8
220,6.0,40.676309,-74.004066,4.061,12.95
220,8.0,40.682192,-74.004306,3.406,11.1
220,10.0,40.687268,-74.00459,2.842,9.25
220,12.0,40.6924,-74.00487,2.27,7.4
220,14.0,40.696969,-74.005181,1.762,5.55
220,16.0,40.701505,-74.005494,1.257,3.7
220,18.0,40.706901,-74.00576,0.656,1.85
220,20.0,40.7128,-74.006,0.0,0.0
