journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
781,0.0,40.679755,-73.96674,4.945,27.2
781,2.0,40.682288,-73.969339,4.589,25.26
781,4.0,40.684279,-73.972582,4.242,23.31
781,6.0,40.686762,-73.97524,3.887,21.37
781,8.0,40.689055,-73.978125,3.535,19.43
781,10.0,40.691816,-73.980454,3.175,17.49
781,12.0,40.693814,-73.983688,2.827,15.54
781,14.0,40.696296,-73.986348,2.472,13.6
781,16.0,40.69897,-73.988779,2.115,11.66
781,18.0,40.701091,-73.991868,1.765,9.71
781,20.0,40.703506,-73.994608,1.411,7.77
781,22.0,40.705745,-73.997556,1.059,5.83
781,24.0,40.7086,-73.999773,0.703,3.89
781,26.0,40.710201,-74.003479,0.359,1.94
781,28.0,40.7128,-74.006,0.0,0.0
