journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
340,0.0,40.698798,-74.020617,1.985,46.4
340,2.0,40.699217,-74.019836,1.908,44.47
340,4.0,40.700005,-74.01944,1.819,42.53
340,6.0,40.7005,-74.018739,1.739,40.6
340,8.0,40.70108,-74.018126,1.656,38.67
340,10.0,40.701646,-74.0175,1.574,36.73
340,12.0,40.702151,-74.016809,1.494,34.8
340,14.0,40.702869,-74.016339,1.407,32.87
340,16.0,40.703421,-74.015698,1.325,30.93
340,18.0,40.704015,-74.0151,1.242,29.0
340,20.0,40.70461,-74.014503,1.159,27.07
340,22.0,40.705278,-74.013982,1.073,25.13
340,24.0,40.705948,-74.013464,0.988,23.2
340,26.0,40.706249,-74.01256,0.915,21.27
340,28.0,40.707009,-74.012135,0.826,19.33
340,30.0,40.707464,-74.011392,0.747,17.4
340,32.0,40.708067,-74.010804,0.664,15.47
340,34.0,40.708611,-74.010154,0.583,13.53
340,36.0,40.70935,-74.009707,0.495,11.6
340,38.0,40.709974,-74.00914,0.411,9.67
340,40.0,40.710443,-74.008411,0.332,7.73
340,42.0,40.711134,-74.007915,0.246,5.8
340,44.0,40.711462,-74.007039,0.173,3.87
340,46.0,40.712162,-74.006552,0.085,1.93
340,48.0,40.7128,-74.006,0.0,0.0
