journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
706,0.0,40.689483,-73.955403,4.991,21.1
706,2.0,40.69128,-73.960705,4.506,19.18
706,4.0,40.693507,-73.965071,4.063,17.26
706,6.0,40.69573,-73.969447,3.619,15.35
706,8.0,40.698004,-73.973712,3.18,13.43
706,10.0,40.700415,-73.977678,2.756,11.51
706,12.0,40.702557,-73.982231,2.305,9.59
706,14.0,40.704404,-73.987422,1.823,7.67
706,16.0,40.7063,-73.992507,1.348,5.75
706,18.0,40.70839,-73.997172,0.891,3.84
706,20.0,40.710534,-74.001719,0.44,1.92
706,22.0,40.7128,-74.006,0.0,0.0
