journey_id,timestamp_minutes,latitude,longitude,distance_remaining_km,eta_remaining_minutes
954,0.0,40.724944,-73.999935,1.444,30.0
954,2.0,40.724189,-74.000367,1.352,28.0
954,4.0,40.723265,-74.000714,1.246,26.0
954,6.0,40.722573,-74.001177,1.16,24.0
954,8.0,40.721618,-74.001509,1.051,22.0
954,10.0,40.720878,-74.001948,0.961,20.0
954,12.0,40.719964,-74.0023,0.855,18.0
954,14.0,40.719123,-74.002689,0.756,16.0
954,16.0,40.718809,-74.003341,0.705,14.0
954,18.0,40.717528,-74.003509,0.566,12.0
954,20.0,40.71695,-74.004029,0.49,10.0
954,22.0,40.716195,-74.004461,0.399,8.0
954,24.0,40.715353,-74.004849,0.3,6.0
954,26.0,40.714459,-74.005211,0.196,4.0
954,28.0,40.71366,-74.005621,0.101,2.0
954,30.0,40.7128,-74.006,0.0,0.0
